,review_id,plot,cast,production,visuals,soundplay,dialogue,originality
615,rw2378388,negative,,,,,,
616,rw2385132,negative,,,,,,
617,rw2430277,negative,,,,,,
618,rw2377474,negative,,,,,,
619,rw1191498,positive,,,,,,
620,rw2384714,positive,,,,,,
621,rw3198210,positive,,,,,,
622,rw0319594,positive,,,,,,
623,rw0319500,positive,,,,,,
624,rw1229212,positive,,,,,,
625,rw1966662,positive,,,,,,
626,rw1041301,positive,,,,,,
627,rw2233439,positive,,,,,,
628,rw6786069,positive,,,,,,
629,rw0988880,positive,,,,,,
630,rw1930634,positive,,,,,,
631,rw6437788,positive,,,,,,
632,rw0319528,positive,,,,,,
633,rw0319536,positive,,,,,,
634,rw1873835,positive,,,,,,
635,rw1094741,positive,,,,,,
636,rw2118212,positive,,,,,,
637,rw0319509,positive,,,,,,
638,rw2219510,positive,,,,,,
639,rw2133557,negative,,,,,,
640,rw5392655,positive,,,,,,
641,rw6631908,neutral,,,,,,
642,rw0418085,positive,,,,,,
643,rw2445809,neutral,,,,,,
644,rw7715400,neutral,,,,,,
645,rw1881732,positive,,,,,,
646,rw5156586,negative,,,,,,
647,rw3434781,positive,,,,,,
648,rw6962609,positive,,,,,,
649,rw1258058,positive,,,,,,
650,rw1250077,neutral,,,,,,
651,rw3355393,positive,,,,,,
652,rw2122897,not discussed,,,,,,
653,rw2478004,positive,,,,,,
654,rw1111748,neutral,,,,,,
655,rw2616789,neutral,,,,,,
656,rw1085436,positive,,,,,,
657,rw5421517,neutral,,,,,,
658,rw2295875,positive,,,,,,
659,rw3523442,positive,,,,,,
660,rw3804410,positive,,,,,,
661,rw5432480,positive,,,,,,
662,rw2771097,positive,,,,,,
663,rw1021220,positive,,,,,,
664,rw3444589,positive,,,,,,
665,rw0411970,positive,,,,,,
666,rw1474546,positive,,,,,,
667,rw2720008,positive,,,,,,
668,rw7900988,positive,,,,,,
669,rw0411979,positive,,,,,,
670,rw1329785,negative,,,,,,
671,rw0412297,positive,,,,,,
672,rw3307810,positive,,,,,,
673,rw1982187,positive,,,,,,
674,rw0412343,positive,,,,,,
675,rw1174392,negative,,,,,,
676,rw0412346,positive,,,,,,
677,rw1122509,positive,,,,,,
678,rw2127758,positive,,,,,,
679,rw0968235,positive,,,,,,
680,rw1291636,positive,,,,,,
681,rw3689668,positive,,,,,,
682,rw4078704,positive,,,,,,
683,rw6131182,positive,,,,,,
684,rw1641496,positive,,,,,,
685,rw5490904,positive,,,,,,
686,rw1275874,positive,,,,,,
687,rw5631054,positive,,,,,,
688,rw1622598,positive,,,,,,
689,rw0450581,positive,,,,,,
690,rw5915413,positive,,,,,,
691,rw5527373,positive,,,,,,
692,rw3656576,positive,,,,,,
693,rw3179351,mixed,,,,,,
694,rw6066938,positive,,,,,,
695,rw0450562,positive,,,,,,
696,rw1747641,positive,,,,,,
697,rw4630975,positive,,,,,,
698,rw1591969,positive,,,,,,
699,rw7252506,positive,,,,,,
700,rw6441967,positive,,,,,,
701,rw4574232,positive,,,,,,
702,rw0450401,positive,,,,,,
703,rw5802292,positive,,,,,,
704,rw2045134,positive,,,,,,
705,rw6853770,positive,,,,,,
706,rw1288558,positive,,,,,,
707,rw2078528,positive,,,,,,
708,rw0835944,positive,,,,,,
709,rw0835939,positive,,,,,,
710,rw1091864,positive,,,,,,
711,rw3310352,positive,,,,,,
712,rw0835928,positive,,,,,,
713,rw1621252,positive,,,,,,
714,rw1064859,positive,,,,,,
715,rw0835955,positive,,,,,,
716,rw1280664,positive,,,,,,
717,rw3505955,positive,,,,,,
718,rw2078004,positive,,,,,,
719,rw0835943,neutral,,,,,,
720,rw1188099,positive,,,,,,
721,rw6324344,mixed,,,,,,
722,rw9089705,positive,,,,,,
723,rw2070192,negative,,,,,,
724,rw2073438,negative,,,,,,
725,rw5217924,not discussed,,,,,,
726,rw2111220,positive,,,,,,
727,rw2181710,neutral,,,,,,
728,rw2072262,positive,,,,,,
729,rw2071647,positive,,,,,,
730,rw2154493,negative,,,,,,
731,rw2072146,negative,,,,,,
732,rw6512812,positive,,,,,,
733,rw4770585,mixed,,,,,,
734,rw2168039,positive,,,,,,
735,rw2070157,negative,,,,,,
736,rw2288918,negative,,,,,,
737,rw2075084,negative,,,,,,
738,rw2071477,positive,,,,,,
739,rw2118442,negative,,,,,,
740,rw2073054,positive,,,,,,
741,rw2076633,negative,,,,,,
742,rw2117715,negative,,,,,,
743,rw2070957,not discussed,,,,,,
744,rw2071153,negative,,,,,,
745,rw2084030,positive,,,,,,
746,rw2184821,positive,,,,,,
747,rw1987317,positive,,,,,,
748,rw1937912,negative,,,,,,
749,rw1966077,positive,,,,,,
750,rw5740927,positive,,,,,,
751,rw1937198,positive,,,,,,
752,rw1935742,negative,,,,,,
753,rw7049191,positive,,,,,,
754,rw1943753,positive,,,,,,
755,rw7059952,positive,,,,,,
756,rw1934445,positive,,,,,,
757,rw2583980,positive,,,,,,
758,rw1946717,positive,,,,,,
759,rw1950050,positive,,,,,,
760,rw1893109,positive,,,,,,
761,rw7735571,positive,,,,,,
762,rw1863091,positive,,,,,,
763,rw1841353,positive,,,,,,
764,rw1889121,mixed,,,,,,
765,rw2049016,neutral,,,,,,
766,rw2068297,negative,,,,,,
767,rw1837515,negative,,,,,,
768,rw1710040,positive,,,,,,
769,rw2556061,positive,,,,,,
770,rw1709811,positive,,,,,,
771,rw1709147,positive,,,,,,
772,rw6280212,positive,,,,,,
773,rw1709316,positive,,,,,,
774,rw1709985,neutral,,,,,,
775,rw1709169,positive,,,,,,
776,rw1872857,positive,,,,,,
777,rw1709466,mixed,,,,,,
778,rw1711262,positive,,,,,,
779,rw2004843,positive,,,,,,
780,rw2773995,positive,,,,,,
781,rw2659295,positive,,,,,,
782,rw5991710,positive,,,,,,
783,rw1937553,positive,,,,,,
784,rw2944023,positive,,,,,,
785,rw1695272,positive,,,,,,
786,rw1709847,neutral,,,,,,
787,rw2594489,positive,,,,,,
788,rw1710403,positive,,,,,,
789,rw1759209,positive,,,,,,
790,rw3528194,not discussed,,,,,,
791,rw1745347,positive,,,,,,
792,rw1560597,negative,,,,,,
793,rw0918394,neutral,,,,,,
794,rw1164644,neutral,,,,,,
795,rw1200709,negative,,,,,,
796,rw0948028,negative,,,,,,
797,rw1282421,positive,,,,,,
798,rw4604367,positive,,,,,,
799,rw2998413,negative,,,,,,
800,rw5234616,not discussed,,,,,,
801,rw1007362,positive,,,,,,
802,rw7641394,negative,,,,,,
803,rw1078761,negative,,,,,,
804,rw3576050,negative,,,,,,
805,rw1198368,positive,,,,,,
806,rw0918395,positive,,,,,,
807,rw2074197,negative,,,,,,
808,rw6219407,positive,,,,,,
809,rw0940912,negative,,,,,,
810,rw1014673,positive,,,,,,
811,rw1407172,neutral,,,,,,
812,rw0943197,negative,,,,,,
813,rw0365766,negative,,,,,,
814,rw0958496,positive,,,,,,
815,rw1088975,negative,,,,,,
816,rw3286441,positive,,,,,,
817,rw3241691,positive,,,,,,
818,rw4557688,positive,,,,,,
819,rw2334552,positive,,,,,,
820,rw0365661,positive,,,,,,
821,rw0365594,positive,,,,,,
822,rw2549741,positive,,,,,,
823,rw0365774,positive,,,,,,
824,rw0365667,negative,,,,,,
825,rw1234147,positive,,,,,,
826,rw1244022,positive,,,,,,
827,rw1675827,negative,,,,,,
828,rw1074040,negative,,,,,,
829,rw4730480,positive,,,,,,
830,rw1188527,negative,,,,,,
831,rw1295115,negative,,,,,,
832,rw2301859,positive,,,,,,
833,rw1495367,negative,,,,,,
834,rw0365522,positive,,,,,,
835,rw0370080,positive,,,,,,
836,rw1034179,positive,,,,,,
837,rw2888993,positive,,,,,,
838,rw0972055,positive,,,,,,
839,rw1224095,positive,,,,,,
840,rw7642808,negative,,,,,,
841,rw1017833,positive,,,,,,
842,rw3048661,neutral,,,,,,
843,rw5741547,negative,,,,,,
844,rw1642277,negative,,,,,,
845,rw1835548,negative,,,,,,
846,rw0370070,positive,,,,,,
847,rw0370073,positive,,,,,,
848,rw0960439,positive,,,,,,
849,rw3481822,neutral,,,,,,
850,rw1821349,negative,,,,,,
851,rw1647663,not discussed,,,,,,
852,rw7176928,neutral,,,,,,
853,rw3619109,negative,,,,,,
854,rw2099585,positive,,,,,,
855,rw1731003,positive,,,,,,
856,rw2178948,positive,,,,,,
857,rw1752103,positive,,,,,,
858,rw4987720,positive,,,,,,
859,rw3842091,negative,,,,,,
860,rw1867071,positive,,,,,,
861,rw1743275,positive,,,,,,
862,rw1735398,positive,,,,,,
863,rw4466572,negative,,,,,,
864,rw3851128,mixed,,,,,,
865,rw5463716,negative,,,,,,
866,rw1751405,negative,,,,,,
867,rw1856720,negative,,,,,,
868,rw5711482,negative,,,,,,
869,rw1798699,positive,,,,,,
870,rw6947249,mixed,,,,,,
871,rw2151707,positive,,,,,,
872,rw2574453,negative,,,,,,
873,rw2337505,negative,,,,,,
874,rw2099772,negative,,,,,,
875,rw5540598,positive,,,,,,
876,rw6453926,positive,,,,,,
877,rw8076950,positive,,,,,,
878,rw4503703,positive,,,,,,
879,rw7387110,positive,,,,,,
880,rw2355451,positive,,,,,,
881,rw6590425,mixed,,,,,,
882,rw5292677,positive,,,,,,
883,rw4757725,positive,,,,,,
884,rw1751869,positive,,,,,,
885,rw8331212,positive,,,,,,
886,rw8073600,neutral,,,,,,
887,rw2540808,positive,,,,,,
888,rw1925618,positive,,,,,,
889,rw1753584,positive,,,,,,
890,rw1763416,positive,,,,,,
891,rw2805928,mixed,,,,,,
892,rw1749293,positive,,,,,,
893,rw7992382,positive,,,,,,
894,rw1805503,positive,,,,,,
895,rw2681729,positive,,,,,,
896,rw8372670,positive,,,,,,
897,rw2146708,positive,,,,,,
898,rw7870806,positive,,,,,,
899,rw2540941,positive,,,,,,
900,rw1617788,positive,,,,,,
901,rw1621012,positive,,,,,,
902,rw3728170,positive,,,,,,
903,rw1631259,positive,,,,,,
904,rw3845466,positive,,,,,,
905,rw1867498,positive,,,,,,
906,rw2060917,positive,,,,,,
907,rw1638869,positive,,,,,,
908,rw1534213,negative,,,,,,
909,rw1787443,positive,,,,,,
910,rw2815898,positive,,,,,,
911,rw1983427,not discussed,,,,,,
912,rw3473757,positive,,,,,,
913,rw6946373,not discussed,,,,,,
914,rw1908167,positive,,,,,,
915,rw1751001,positive,,,,,,
916,rw1528674,not discussed,,,,,,
917,rw2544632,mixed,,,,,,
918,rw1950779,positive,,,,,,
919,rw1543106,mixed,,,,,,
920,rw1530614,positive,,,,,,
921,rw1525258,negative,,,,,,
922,rw1818913,positive,,,,,,
923,rw1613780,positive,,,,,,
924,rw1092885,positive,,,,,,
925,rw1151547,,,,,,,
926,rw3114290,mixed,,,,,,
927,rw8502387,positive,,,,,,
928,rw0743920,positive,,,,,,
929,rw0744193,negative,,,,,,
930,rw1676422,negative,,,,,,
931,rw1133276,positive,,,,,,
932,rw1123276,positive,,,,,,
933,rw1134501,positive,,,,,,
934,rw5824668,negative,,,,,,
935,rw1401806,negative,,,,,,
936,rw2304756,negative,,,,,,
937,rw1041035,negative,,,,,,
938,rw2837360,positive,,,,,,
939,rw0743842,mixed,,,,,,
940,rw0743833,not discussed,,,,,,
941,rw1369075,negative,,,,,,
942,rw1085301,negative,,,,,,
943,rw6738184,positive,,,,,,
944,rw2573968,negative,,,,,,
945,rw8150704,positive,,,,,,
946,rw6127364,positive,,,,,,
947,rw0241383,positive,,,,,,
948,rw1059449,not discussed,,,,,,
949,rw3514933,positive,,,,,,
950,rw4432708,neutral,,,,,,
951,rw1084033,negative,,,,,,
952,rw0241488,negative,,,,,,
953,rw0241307,positive,,,,,,
954,rw1424556,positive,,,,,,
955,rw0241399,positive,,,,,,
956,rw0241418,not discussed,,,,,,
957,rw3336435,neutral,,,,,,
958,rw2269472,positive,,,,,,
959,rw1157427,positive,,,,,,
960,rw2310076,negative,,,,,,
961,rw1224551,negative,,,,,,
962,rw1200528,positive,,,,,,
963,rw2199971,negative,,,,,,
964,rw3049618,negative,,,,,,
965,rw5387195,negative,,,,,,
966,rw3442941,mixed,,,,,,
967,rw3183032,negative,,,,,,
968,rw9010615,positive,,,,,,
969,rw2734339,negative,,,,,,
970,rw2408421,positive,,,,,,
971,rw2407544,positive,,,,,,
972,rw2337249,positive,,,,,,
973,rw3756693,negative,,,,,,
974,rw2406212,positive,,,,,,
975,rw2442680,mixed,,,,,,
976,rw2407576,positive,,,,,,
977,rw2471492,positive,,,,,,
978,rw2461958,negative,,,,,,
979,rw9010782,mixed,,,,,,
980,rw2407305,positive,,,,,,
981,rw2418824,mixed,,,,,,
982,rw2406950,positive,,,,,,
983,rw2406831,positive,,,,,,
984,rw2473568,positive,,,,,,
985,rw2693496,negative,,,,,,
986,rw2653462,negative,,,,,,
987,rw7530746,negative,,,,,,
988,rw2461697,negative,,,,,,
989,rw2311579,positive,,,,,,
990,rw2407419,positive,,,,,,
991,rw2921104,negative,,,,,,
992,rw2516984,positive,,,,,,
993,rw2520701,positive,,,,,,
994,rw2551336,positive,,,,,,
995,rw2531580,positive,,,,,,
996,rw2556957,positive,,,,,,
997,rw2549255,neutral,,,,,,
998,rw2584003,negative,,,,,,
999,rw2519592,positive,,,,,,
1000,rw2520400,positive,,,,,,
1001,rw2561250,mixed,,,,,,
1002,rw2524146,positive,,,,,,
1003,rw2554327,positive,,,,,,
1004,rw2688067,positive,,,,,,
1005,rw2565700,positive,,,,,,
1006,rw4068941,positive,,,,,,
1007,rw2550803,positive,,,,,,
1008,rw2525109,positive,,,,,,
1009,rw2535579,positive,,,,,,
1010,rw2576848,positive,,,,,,
1011,rw8454350,positive,,,,,,
1012,rw2538500,negative,,,,,,
1013,rw2866287,neutral,,,,,,
1014,rw3317027,positive,,,,,,
1015,rw2549784,negative,,,,,,
1016,rw1356925,positive,,,,,,
1017,rw2545284,positive,,,,,,
1018,rw0686116,not discussed,,,,,,
1019,rw1261167,positive,,,,,,
1020,rw1707717,positive,,,,,,
1021,rw2632126,positive,,,,,,
1022,rw1170735,positive,,,,,,
1023,rw4075538,positive,,,,,,
1024,rw0685677,positive,,,,,,
1025,rw5110345,positive,,,,,,
1026,rw0685637,positive,,,,,,
1027,rw0685379,positive,,,,,,
1028,rw5408739,mixed,,,,,,
1029,rw0686104,positive,,,,,,
1030,rw0685433,positive,,,,,,
1031,rw3812903,positive,,,,,,
1032,rw1314461,positive,,,,,,
1033,rw0685784,positive,,,,,,
1034,rw1829962,positive,,,,,,
1035,rw1523933,positive,,,,,,
1036,rw4250247,positive,,,,,,
1037,rw1020092,positive,,,,,,
1038,rw2382343,positive,,,,,,
1039,rw2128372,positive,,,,,,
1040,rw2114848,positive,,,,,,
1041,rw2124642,positive,,,,,,
1042,rw2323208,positive,,,,,,
1043,rw2113564,positive,,,,,,
1044,rw2657123,positive,,,,,,
1045,rw2010732,positive,,,,,,
1046,rw2170986,mixed,,,,,,
1047,rw2118317,positive,,,,,,
1048,rw2609736,positive,,,,,,
1049,rw2180667,negative,,,,,,
1050,rw2229937,negative,,,,,,
1051,rw4484211,negative,,,,,,
1052,rw2110090,positive,,,,,,
1053,rw8477943,negative,,,,,,
1054,rw2329507,negative,,,,,,
1055,rw2213805,positive,,,,,,
1056,rw2126834,positive,,,,,,
1057,rw4234787,negative,,,,,,
1058,rw2179961,positive,,,,,,
1059,rw5999461,negative,,,,,,
1060,rw2112304,positive,,,,,,
1061,rw6450399,not discussed,,,,,,
1062,rw7234779,positive,,,,,,
1063,rw1007146,positive,,,,,,
1064,rw2484760,neutral,,,,,,
1065,rw2272938,negative,,,,,,
1066,rw7783858,positive,,,,,,
1067,rw0367718,positive,,,,,,
1068,rw0367628,mixed,,,,,,
1069,rw6808940,not discussed,,,,,,
1070,rw6668561,positive,,,,,,
1071,rw6969170,positive,,,,,,
1072,rw6843645,negative,,,,,,
1073,rw6831779,positive,,,,,,
1074,rw0367659,negative,,,,,,
1075,rw0367652,negative,,,,,,
1076,rw2858243,negative,,,,,,
1077,rw1502570,negative,,,,,,
1078,rw3267132,negative,,,,,,
1079,rw3313858,negative,,,,,,
1080,rw3255233,not discussed,,,,,,
1081,rw0367697,negative,,,,,,
1082,rw5743793,negative,,,,,,
1083,rw7049298,positive,,,,,,
1084,rw6386413,negative,,,,,,
1085,rw7141365,negative,,,,,,
1086,rw1972426,positive,,,,,,
1087,rw1307331,mixed,,,,,,
1088,rw0367004,positive,,,,,,
1089,rw1673576,mixed,,,,,,
1090,rw1327722,positive,,,,,,
1091,rw0367101,negative,,,,,,
1092,rw0367178,negative,,,,,,
1093,rw0367138,neutral,,,,,,
1094,rw4926777,mixed,,,,,,
1095,rw0367110,positive,,,,,,
1096,rw1431295,positive,,,,,,
1097,rw0366894,positive,,,,,,
1098,rw0367069,negative,,,,,,
1099,rw2852047,negative,,,,,,
1100,rw0367116,positive,,,,,,
1101,rw3069237,negative,,,,,,
1102,rw2384322,negative,,,,,,
1103,rw0367040,positive,,,,,,
1104,rw0502512,positive,,,,,,
1105,rw0502334,positive,,,,,,
1106,rw1080656,positive,,,,,,
1107,rw0957712,positive,,,,,,
1108,rw0502514,positive,,,,,,
1109,rw0502374,positive,,,,,,
1110,rw0502310,positive,,,,,,
1111,rw6096916,positive,,,,,,
1112,rw2839291,positive,,,,,,
1113,rw0502471,positive,,,,,,
1114,rw3033755,positive,,,,,,
1115,rw5188734,positive,,,,,,
1116,rw3632590,positive,,,,,,
1117,rw7362326,positive,,,,,,
1118,rw8842748,positive,,,,,,
1119,rw1062028,positive,,,,,,
1120,rw1192721,positive,,,,,,
1121,rw0502474,not discussed,,,,,,
1122,rw2771527,positive,,,,,,
1123,rw5060373,positive,,,,,,
1124,rw0980336,positive,,,,,,
1125,rw2189054,positive,,,,,,
1126,rw8443557,positive,,,,,,
1127,rw4933456,positive,,,,,,
1128,rw1507191,neutral,,,,,,
1129,rw1316553,positive,,,,,,
1130,rw1007399,positive,,,,,,
1131,rw4801030,positive,,,,,,
1132,rw0494060,positive,,,,,,
1133,rw0494162,positive,,,,,,
1134,rw4149504,positive,,,,,,
1135,rw7217867,positive,,,,,,
1136,rw9341488,,positive,,,,,
1137,rw5983996,negative,,,,,,
1138,rw4659201,positive,,,,,,
1139,rw0494347,negative,,,,,,
1140,rw4763023,positive,,,,,,
1141,rw1603395,positive,,,,,,
1142,rw7096717,not discussed,,,,,,
1143,rw0280237,positive,,,,,,
1144,rw1570294,neutral,,,,,,
1145,rw3875207,positive,,,,,,
1146,rw0965509,positive,,,,,,
1147,rw4993345,positive,,,,,,
1148,rw0954193,positive,,,,,,
1149,rw1808346,positive,,,,,,
1150,rw1382553,positive,,,,,,
1151,rw5911329,mixed,,,,,,
1152,rw0280264,mixed,,,,,,
1153,rw1044728,positive,,,,,,
1154,rw1958726,positive,,,,,,
1155,rw1911487,positive,,,,,,
1156,rw3481682,positive,,,,,,
